Id,Label,Degree Centrality,Betweenness Centrality,Closeness Centrality,Eigenvector Centrality,Local Clustering Coefficient,Number of Connections (Degree),Community_Id
Ken Kurson,Ken Kurson,0.0033112582781456954,0.0,0.2277526395173454,0.00026931651462566654,0.0,1,26
James Uthmeier,James Uthmeier,0.0033112582781456954,0.0,0.2940603700097371,0.0036982100194580003,0.0,1,26
Alan Hammer,Alan Hammer,0.0033112582781456954,0.0,0.23854660347551343,0.000464358745146054,0.0,1,25
Murray Kushner,Murray Kushner,0.0033112582781456954,0.0,0.23854660347551343,0.000464358745146054,0.0,1,25
Jim Mcgreevey,Jim Mcgreevey,0.0033112582781456954,0.0,0.23854660347551343,0.000464358745146054,0.0,1,25
Seryl Kushner,Seryl Kushner,0.009933774834437087,0.0,0.2391132224861441,0.0013281469880656652,1.0,3,25
Esther Kushner,Esther Kushner,0.0033112582781456954,0.0,0.23854660347551343,0.000464358745146054,0.0,1,25
Sally Priebus,Sally Priebus,0.0033112582781456954,0.0,0.29434697855750486,0.004008517627478584,0.0,1,29
Katie Walsh,Katie Walsh,0.0033112582781456954,0.0,0.29434697855750486,0.004008517627478584,0.0,1,29
Mallory Hunter,Mallory Hunter,0.0033112582781456954,0.0,0.29434697855750486,0.004008517627478584,0.0,1,29
Scott Walker,Scott Walker,0.0033112582781456954,0.0,0.2946341463414634,0.0037381038883463253,0.0,1,12
Mike Ferguson,Mike Ferguson,0.0033112582781456954,0.0,0.2946341463414634,0.0037381038883463253,0.0,1,12
Mitch Mcconnell,Mitch Mcconnell,0.009933774834437087,0.006754526853094541,0.2975369458128079,0.007542230592739333,0.0,3,12
Julian Assange,Julian Assange,0.0033112582781456954,0.0,0.2929194956353055,0.003678598527788525,0.0,1,3
Albert Ross Sr.,Albert Ross Sr.,0.0033112582781456954,0.0,0.293488824101069,0.0036981065631911006,0.0,1,9
H. B. Hicks,H. B. Hicks,0.0033112582781456954,0.0,0.293488824101069,0.0036981065631911006,0.0,1,9
"Richard Marvin ""dick"" Devos Jr.","Richard Marvin ""dick"" Devos Jr.",0.0033112582781456954,0.0,0.2940603700097371,0.0037449063619340336,0.0,1,31
Richard Devos,Richard Devos,0.0033112582781456954,0.0,0.2940603700097371,0.0037449063619340336,0.0,1,31
Jen Pavlik,Jen Pavlik,0.0033112582781456954,0.0,0.2984189723320158,0.005917345468725038,0.0,1,1
Thomas E. Wheeler,Thomas E. Wheeler,0.006622516556291391,0.00027502145167323047,0.3038229376257545,0.01065440616163306,0.0,2,16
Nick Ayers,Nick Ayers,0.0033112582781456954,0.0,0.2984189723320158,0.005917345468725038,0.0,1,1
Marty Obst,Marty Obst,0.0033112582781456954,0.0,0.2984189723320158,0.005917345468725038,0.0,1,1
Josh Pitcock,Josh Pitcock,0.0033112582781456954,0.0,0.2984189723320158,0.005917345468725038,0.0,1,1
Rick Snyder,Rick Snyder,0.0033112582781456954,0.0,0.2946341463414634,0.004109512287984503,0.0,1,1
George Soros,George Soros,0.0033112582781456954,0.0,0.293488824101069,0.0036981065631911006,0.0,1,19
Edward Lampert,Edward Lampert,0.0033112582781456954,0.0,0.293488824101069,0.0036981065631911006,0.0,1,19
Vanessa Trump,Vanessa Trump,0.0033112582781456954,0.0,0.2981243830207305,0.005313172209467953,0.0,1,14
Bonnie Haydon,Bonnie Haydon,0.0033112582781456954,0.0,0.2981243830207305,0.005313172209467953,0.0,1,14
Russell Flicker,Russell Flicker,0.0033112582781456954,0.0,0.2981243830207305,0.005313172209467953,0.0,1,14
Bernard R. Diamond,Bernard R. Diamond,0.0033112582781456954,0.0,0.2981243830207305,0.005313172209467953,0.0,1,14
Aaron Schock,Aaron Schock,0.006622516556291391,0.0,0.2966601178781925,0.00409900646140672,1.0,2,18
David Morrell,David Morrell,0.0033112582781456954,0.0,0.296368989205103,0.0038020700407864344,0.0,1,18
Greg Katsas,Greg Katsas,0.0033112582781456954,0.0,0.296368989205103,0.0038020700407864344,0.0,1,18
Annie Donaldson,Annie Donaldson,0.006622516556291391,0.0,0.2966601178781925,0.00409900646140672,1.0,2,18
Shannon Mcgahn,Shannon Mcgahn,0.0033112582781456954,0.0,0.296368989205103,0.0038020700407864344,0.0,1,18
Blake Delaplane,Blake Delaplane,0.0033112582781456954,0.0,0.296368989205103,0.0038020700407864344,0.0,1,18
James Burnham,James Burnham,0.0033112582781456954,0.0,0.296368989205103,0.0038020700407864344,0.0,1,18
William P. Foley,William P. Foley,0.0033112582781456954,0.0,0.2929194956353055,0.003678598527788525,0.0,1,17
Harold G. Hamm,Harold G. Hamm,0.0033112582781456954,0.0,0.2929194956353055,0.003678598527788525,0.0,1,13
Matthew Griswold Bevin,Matthew Griswold Bevin,0.0033112582781456954,0.0,0.2929194956353055,0.003678598527788525,0.0,1,11
Catherine Bray Griffith,Catherine Bray Griffith,0.0033112582781456954,0.0,0.2929194956353055,0.003678598527788525,0.0,1,15
Christine Chao,Christine Chao,0.006622516556291391,0.0,0.29549902152641877,0.0040800782140274815,1.0,2,12
James S.C. Chao,James S.C. Chao,0.009933774834437087,1.100085806692922e-05,0.2957884427032321,0.004355679596959479,0.6666666666666666,3,12
Angela Chao,Angela Chao,0.006622516556291391,0.0,0.29549902152641877,0.0040800782140274815,1.0,2,12
Yury Zaytsev,Yury Zaytsev,0.0033112582781456954,0.0,0.2946341463414634,0.0037215390591955094,0.0,1,2
Vladimir Putin,Vladimir Putin,0.016556291390728478,0.006743525995027612,0.2969518190757129,0.008140165790025309,0.2,5,2
Jack Weisselberg,Jack Weisselberg,0.0033112582781456954,0.0,0.2929194956353055,0.003678598527788525,0.0,1,6
Xi Jinping,Xi Jinping,0.0033112582781456954,0.0,0.2929194956353055,0.003678598527788525,0.0,1,30
John Gore,John Gore,0.0033112582781456954,0.0,0.2975369458128079,0.004737060692908021,0.0,1,16
Garrett Murch,Garrett Murch,0.0033112582781456954,0.0,0.2975369458128079,0.004737060692908021,0.0,1,16
Michael Murray,Michael Murray,0.0033112582781456954,0.0,0.2975369458128079,0.004737060692908021,0.0,1,16
John Kyl,John Kyl,0.0033112582781456954,0.0,0.2975369458128079,0.004737060692908021,0.0,1,16
Joseph Meyer,Joseph Meyer,0.0033112582781456954,0.0,0.2377952755905512,0.00043295334744034003,0.0,1,25
Bob Dole,Bob Dole,0.0033112582781456954,0.0,0.2929194956353055,0.003678598527788525,0.0,1,27
Pam Mulvaney,Pam Mulvaney,0.0033112582781456954,0.0,0.2929194956353055,0.003678598527788525,0.0,1,8
W.E.“ed” Bosarge,W.E.“ed” Bosarge,0.0033112582781456954,0.0,0.22948328267477203,0.0005463692739973207,0.0,1,12
Lucius Joseph Riccio,Lucius Joseph Riccio,0.0033112582781456954,0.0,0.29320388349514565,0.003966002353126952,0.0,1,5
Peter Holt,Peter Holt,0.0033112582781456954,0.0,0.293488824101069,0.0036981065631911006,0.0,1,4
Anita Thigpen Perry,Anita Thigpen Perry,0.0033112582781456954,0.0,0.293488824101069,0.0036981065631911006,0.0,1,4
Nicolas Sarkozy,Nicolas Sarkozy,0.0033112582781456954,0.0,0.293488824101069,0.0036981065631911006,0.0,1,7
Yousef Al-otaiba,Yousef Al-otaiba,0.0033112582781456954,0.0,0.293488824101069,0.0036981065631911006,0.0,1,7
Aydin Dogan,Aydin Dogan,0.0033112582781456954,0.0,0.294921875,0.004112783339427387,0.0,1,14
Alexander Novak,Alexander Novak,0.006622516556291391,0.0,0.2957884427032321,0.004337211428436521,1.0,2,2
Igor Sechin,Igor Sechin,0.006622516556291391,0.0,0.2957884427032321,0.004337211428436521,1.0,2,2
Lev Leviev,Lev Leviev,0.0033112582781456954,0.0,0.2291350531107739,0.0005896822977134993,0.0,1,2
Sergey Kislyak,Sergey Kislyak,0.0033112582781456954,0.0,0.2929194956353055,0.003678598527788525,0.0,1,10
David Wildstein,David Wildstein,0.0033112582781456954,0.0,0.293488824101069,0.003968955342133612,0.0,1,24
Susan Pompeo,Susan Pompeo,0.0033112582781456954,0.0,0.2929194956353055,0.003678598527788525,0.0,1,28
David Horowitz,David Horowitz,0.0033112582781456954,0.0,0.2969518190757129,0.004707491033690185,0.0,1,16
Caroline May,Caroline May,0.0033112582781456954,0.0,0.2969518190757129,0.004707491033690185,0.0,1,16
Tucker Carlson,Tucker Carlson,0.0033112582781456954,0.0,0.2969518190757129,0.004707491033690185,0.0,1,16
Michelle Bachmann,Michelle Bachmann,0.0033112582781456954,0.0,0.2969518190757129,0.004707491033690185,0.0,1,16
Lindsey Reynolds,Lindsey Reynolds,0.0033112582781456954,0.0,0.293488824101069,0.0036981065631911006,0.0,1,20
Stephanie Winston Wolkoff,Stephanie Winston Wolkoff,0.0033112582781456954,0.0,0.293488824101069,0.0036981065631911006,0.0,1,20
Sam Brownback,Sam Brownback,0.0033112582781456954,0.0,0.2946341463414634,0.004023564378444267,0.0,1,16
